LID,ISO639.3,language,alt.language.name,language.search,lsbranch,ssbranch,sbranch,mbranch,stock,alt.stock.name,stock.search,longitude,latitude,area,continent
1376,nst,Jugli,Jugli,"Jugli, Jugli",NA,Tangsa-Nocte,Konyak,Brahmaputran (Sal),Sino-Tibetan,NA,Sino-Tibetan,96.33,27.5,Southeast Asia,S/SE Asia
1377,nst,Lungchang,Lungchang,"Lungchang, Lungchang",NA,Tangsa-Nocte,Konyak,Brahmaputran (Sal),Sino-Tibetan,NA,Sino-Tibetan,96.42,27.5,Southeast Asia,S/SE Asia
1378,dgo,Dogri,Dogri,"Dogri, Dogri",NA,Central Indo-Aryan,Indo-Aryan,Indo-Iranian,Indo-European,NA,Indo-European,75,33,Indic,S/SE Asia
1379,acf,Lesser Antillean French Creole,Lesser Antillean French Creole,"Lesser Antillean French Creole, Lesser Antillean French Creole",NA,NA,NA,NA,Lesser Antillean French Creole,NA,Lesser Antillean French Creole,-61.17,15,Mesoamerica,C America
1380,doo,Dongo,Dongo,"Dongo, Dongo",NA,NA,NA,NA,Adamawa-Ubangi,NA,Adamawa-Ubangi,30,3,S Africa,Africa
1381,dua,Duala,"Duala, Douala, Diwala, Dwela, Dualla, Dwala","Duala, Duala, Douala, Diwala, Dwela, Dualla, Dwala",NA,NA,Bantu (narrow),Bantoid,Benue-Congo,NA,Benue-Congo,9.42,4,African Savannah,Africa
1382,dow,Doyayo,Doyayo,"Doyayo, Doyayo",NA,NA,NA,NA,Adamawa-Ubangi,NA,Adamawa-Ubangi,13.08,8.67,African Savannah,Africa
1383,ood,Nevome,Nevome,"Nevome, Nevome",NA,NA,Sonoran,Southern Uto-Aztecan,Uto-Aztecan,NA,Uto-Aztecan,-112.5,31,Mesoamerica,C America
1385,quh,Quechua (Cochabamba),Quechua (Cochabamba),"Quechua (Cochabamba), Quechua (Cochabamba)",NA,NA,NA,NA,Quechuan,NA,Quechuan,-66,-17.5,Andean,S America
1387,ras,Rashad,Rashad,"Rashad, Rashad",NA,NA,NA,NA,Kordofanian,NA,Kordofanian,31.05,11.83,African Savannah,Africa
1388,drd,Darmiya,"Darmiya, Darma","Darmiya, Darmiya, Darma",NA,NA,Almora,West Himalayish,Sino-Tibetan,NA,Sino-Tibetan,79.75,30,Indic,S/SE Asia
1389,roh,Romansch (Scharans),Romansch (Scharans),"Romansch (Scharans), Romansch (Scharans)",NA,NA,Italic,Italic-Celtic,Indo-European,NA,Indo-European,9.5,46.75,Europe,W and SW Eurasia
1390,roh,Romansch (Surmeiran),Romansch (Surmeiran),"Romansch (Surmeiran), Romansch (Surmeiran)",NA,NA,Italic,Italic-Celtic,Indo-European,NA,Indo-European,9.75,46.58,Europe,W and SW Eurasia
1391,roh,Romansch (Sursilvan),Romansch (Sursilvan),"Romansch (Sursilvan), Romansch (Sursilvan)",NA,NA,Italic,Italic-Celtic,Indo-European,NA,Indo-European,8.83,46.67,Europe,W and SW Eurasia
1392,drl,Paakantyi,"Darling , Bagandji , Baagandji (Southern), Kula ,Paakantyi","Paakantyi, Darling , Bagandji , Baagandji (Southern), Kula ,Paakantyi",NA,NA,NA,NA,Pama-Nyungan,NA,Pama-Nyungan,142.5,-32.5,S Australia,Australia
1393,rmn,Romani (Ajia Varvara),Romani (Ajia Varvara),"Romani (Ajia Varvara), Romani (Ajia Varvara)",Romani,Central Indo-Aryan,Indo-Aryan,Indo-Iranian,Indo-European,NA,Indo-European,23.58,38,Europe,W and SW Eurasia
1394,rmn,Romani (Bugurdzi),Romani (Bugurdzi),"Romani (Bugurdzi), Romani (Bugurdzi)",Romani,Central Indo-Aryan,Indo-Aryan,Indo-Iranian,Indo-European,NA,Indo-European,21.17,42.67,Europe,W and SW Eurasia
1395,rmy,Romani (Kalderash),Romani (Kalderash),"Romani (Kalderash), Romani (Kalderash)",Romani,Central Indo-Aryan,Indo-Aryan,Indo-Iranian,Indo-European,NA,Indo-European,21,45,Europe,W and SW Eurasia
1396,rmy,Romani (Lovari),Romani (Lovari),"Romani (Lovari), Romani (Lovari)",Romani,Central Indo-Aryan,Indo-Aryan,Indo-Iranian,Indo-European,NA,Indo-European,21.5,47,Europe,W and SW Eurasia
1397,dru,Rukai,Rukai,"Rukai, Rukai",NA,NA,NA,Rukai,Austronesian,NA,Austronesian,120.83,22.83,Southeast Asia,S/SE Asia
1398,ron,Moldavian,Moldavian,"Moldavian, Moldavian",NA,NA,Italic,Italic-Celtic,Indo-European,NA,Indo-European,29,47,Europe,W and SW Eurasia
1399,dry,Darai,Darai,"Darai, Darai",NA,Central Indo-Aryan,Indo-Aryan,Indo-Iranian,Indo-European,NA,Indo-European,84,24,Indic,S/SE Asia
1400,dse,Sign Language Dutch,"Nederlandse Gebarentaal,Sign Language Dutch","Sign Language Dutch, Nederlandse Gebarentaal,Sign Language Dutch",NA,NA,NA,NA,Sign Language Dutch,NA,Sign Language Dutch,5.5,52.25,Europe,W and SW Eurasia
1401,dsh,Dhaasanac,Dhaasanac,"Dhaasanac, Dhaasanac",NA,NA,NA,Eastern Cushitic,Cushitic,NA,Cushitic,36.33,4.67,Greater Abyssinia,Africa
1402,kth,Karanga,Karanga,"Karanga, Karanga",NA,NA,Bantu (narrow),Bantoid,Benue-Congo,NA,Benue-Congo,31,-20,S Africa,Africa
1403,shh,Shoshone (Wind River),Shoshone (Wind River),"Shoshone (Wind River), Shoshone (Wind River)",NA,NA,Numic,Northern Uto-Aztecan,Uto-Aztecan,NA,Uto-Aztecan,-108.83,43.42,Basin and Plains,E N America
1404,shu,Arabic (Abbéché Chad),Arabic (Abbéché Chad),"Arabic (Abbéché Chad), Arabic (Abbéché Chad)",Arabic,South-Central Semitic,Central (West Semitic),West Semitic,Semitic,NA,Semitic,20.83,13.83,African Savannah,Africa
1405,shu,Arabic (Borno Nigerian),Arabic (Borno Nigerian),"Arabic (Borno Nigerian), Arabic (Borno Nigerian)",Arabic,South-Central Semitic,Central (West Semitic),West Semitic,Semitic,NA,Semitic,12.42,8.58,African Savannah,Africa
1406,spa,Spanish (Canary Islands),Spanish (Canary Islands),"Spanish (Canary Islands), Spanish (Canary Islands)",NA,NA,Italic,Italic-Celtic,Indo-European,NA,Indo-European,-15.58,28,N Africa,Africa
1407,bos,Bosnian,Bosnian,"Bosnian, Bosnian",NA,South Slavic,Slavic,Balto-Slavic,Indo-European,NA,Indo-European,18,43,Europe,W and SW Eurasia
1408,str,Lummi,Lummi,"Lummi, Lummi",Straits Salish (Lkungen),South Georgia,Central Coast Salish,Coast Salish,Salishan,NA,Salishan,-122.67,48.7,Alaska-Oregon,W N America
1409,str,Saanich,Saanich,"Saanich, Saanich",Straits Salish (Lkungen),South Georgia,Central Coast Salish,Coast Salish,Salishan,NA,Salishan,-123.42,48.58,Alaska-Oregon,W N America
1410,str,Salish (Samish Straits),Salish (Samish Straits),"Salish (Samish Straits), Salish (Samish Straits)",Straits Salish (Lkungen),South Georgia,Central Coast Salish,Coast Salish,Salishan,NA,Salishan,-122.58,48.58,Alaska-Oregon,W N America
1411,str,Songish,Songish,"Songish, Songish",Straits Salish (Lkungen),South Georgia,Central Coast Salish,Coast Salish,Salishan,NA,Salishan,-123.33,48.45,Alaska-Oregon,W N America
1412,str,Sooke,Sooke,"Sooke, Sooke",Straits Salish (Lkungen),South Georgia,Central Coast Salish,Coast Salish,Salishan,NA,Salishan,-123.75,48.33,Alaska-Oregon,W N America
1413,suq,Chai,Chai,"Chai, Chai",NA,NA,NA,NA,Surmic,NA,Surmic,35.33,5.33,Greater Abyssinia,Africa
1414,suq,Tirmaga,Tirmaga,"Tirmaga, Tirmaga",NA,NA,NA,NA,Surmic,NA,Surmic,35.25,5.75,Greater Abyssinia,Africa
1415,swe,Swedish (Västerbotten),Swedish (Västerbotten),"Swedish (Västerbotten), Swedish (Västerbotten)",NA,NA,North Germanic,Germanic,Indo-European,NA,Indo-European,19.75,64.25,Europe,W and SW Eurasia
1416,dta,Dagur,"Dagur, Dahur, Daur","Dagur, Dagur, Dahur, Daur",NA,NA,NA,NA,Mongolic,Mongolian,"Mongolic, Mongolian",124,48,Inner Asia,N-C Asia
1417,tam,Tamil (Spoken),Tamil (Spoken),"Tamil (Spoken), Tamil (Spoken)",NA,NA,South Dravidian I,South Dravidian,Dravidian,NA,Dravidian,78,11,Indic,S/SE Asia
1418,tew,Tewa (Rio Grande),Tewa (Rio Grande),"Tewa (Rio Grande), Tewa (Rio Grande)",NA,NA,NA,Tewa,Kiowa-Tanoan,NA,Kiowa-Tanoan,-106.17,36.25,Basin and Plains,E N America
1419,tew,Tewa (San Juan Pueblo),Tewa (San Juan Pueblo),"Tewa (San Juan Pueblo), Tewa (San Juan Pueblo)",NA,NA,NA,Tewa,Kiowa-Tanoan,NA,Kiowa-Tanoan,-106.08,36.08,Basin and Plains,E N America
1420,thv,Tuareg (Air),Tuareg (Air),"Tuareg (Air), Tuareg (Air)",Berber,NA,NA,NA,Berber,NA,Berber,9,19,African Savannah,Africa
1421,thv,Tuareg (Ghat),Tuareg (Ghat),"Tuareg (Ghat), Tuareg (Ghat)",Berber,NA,NA,NA,Berber,NA,Berber,10.17,25,N Africa,Africa
1422,jda,Jad,Jad,"Jad, Jad",NA,Central Tibetan (U-Tsang),Tibetan,Bodic,Sino-Tibetan,NA,Sino-Tibetan,79,30.83,Indic,S/SE Asia
1423,spt,Spitian,Spitian,"Spitian, Spitian",NA,NA,Tibetan,Bodic,Sino-Tibetan,NA,Sino-Tibetan,78,32.25,Indic,S/SE Asia
1424,bod,Tibetan (Modern Literary),Tibetan (Modern Literary),"Tibetan (Modern Literary), Tibetan (Modern Literary)",NA,Central Tibetan (U-Tsang),Tibetan,Bodic,Sino-Tibetan,NA,Sino-Tibetan,91.5,29.83,Inner Asia,N-C Asia
1425,bod,Tibetan (Shigatse),Tibetan (Shigatse),"Tibetan (Shigatse), Tibetan (Shigatse)",NA,Central Tibetan (U-Tsang),Tibetan,Bodic,Sino-Tibetan,NA,Sino-Tibetan,89,29,Inner Asia,N-C Asia
1427,tig,Tigré (Beni Amer),Tigré (Beni Amer),"Tigré (Beni Amer), Tigré (Beni Amer)",NA,Ethiopean,Southern (West Semitic),West Semitic,Semitic,NA,Semitic,38,15.5,Greater Abyssinia,Africa
1428,tly,Talysh (Azerbaijan),"Talysh (Azerbaijan), Northern Talysh","Talysh (Azerbaijan), Talysh (Azerbaijan), Northern Talysh",NA,Northwest Iranian,Iranian,Indo-Iranian,Indo-European,NA,Indo-European,48.67,38.75,Greater Mesopotamia,W and SW Eurasia
1429,tly,Talysh (Southern),Talysh (Southern),"Talysh (Southern), Talysh (Southern)",NA,Northwest Iranian,Iranian,Indo-Iranian,Indo-European,NA,Indo-European,49,37,Greater Mesopotamia,W and SW Eurasia
1430,tma,Miisiirii,Miisiirii,"Miisiirii, Miisiirii",NA,NA,NA,NA,Taman,NA,Taman,22,13.5,African Savannah,Africa
1431,tat,Tatar (Baraba),Tatar (Baraba),"Tatar (Baraba), Tatar (Baraba)",NA,NA,Kipchak (Northwest Turkic),Common Turkic,Turkic,NA,Turkic,78.33,55.33,Inner Asia,N-C Asia
1432,tat,Tatar (Mishar),Tatar (Mishar),"Tatar (Mishar), Tatar (Mishar)",NA,NA,Kipchak (Northwest Turkic),Common Turkic,Turkic,NA,Turkic,49,55.5,Inner Asia,N-C Asia
1433,tzh,Tzeltal (Aguacatenango),Tzeltal (Aguacatenango),"Tzeltal (Aguacatenango), Tzeltal (Aguacatenango)",NA,NA,Tzeltalan,Greater Tzeltalan,Mayan,NA,Mayan,-92.5,16.42,Mesoamerica,C America
1434,tzh,Tzeltal (Tenejapa),Tzeltal (Tenejapa),"Tzeltal (Tenejapa), Tzeltal (Tenejapa)",NA,NA,Tzeltalan,Greater Tzeltalan,Mayan,NA,Mayan,-92.33,16.67,Mesoamerica,C America
1435,tzm,Berber (Ayt Seghrouchen Middle Atlas),Berber (Ayt Seghrouchen Middle Atlas),"Berber (Ayt Seghrouchen Middle Atlas), Berber (Ayt Seghrouchen Middle Atlas)",Berber,NA,NA,NA,Berber,NA,Berber,-4.67,33.33,N Africa,Africa
1436,duc,Duna,Duna,"Duna, Duna",NA,NA,NA,NA,Duna-Pogaia,Duna-Bogaya,"Duna-Pogaia, Duna-Bogaya",142.5,-5.5,Interior New Guinea,NG and Oceania
1437,dud,Duka,Duka,"Duka, Duka",NA,NA,NA,Kainji,Benue-Congo,NA,Benue-Congo,5.08,11.17,African Savannah,Africa
1438,duf,Paita,"Paita, Dumbea, Ndrumbea, Dubea, Drubea","Paita, Paita, Dumbea, Ndrumbea, Dubea, Drubea",Southern Melanesian,Southern Oceanic linkage,Oceanic,Malayo-Polynesian,Austronesian,NA,Austronesian,166.5,-22.08,Oceania,NG and Oceania
1439,dus,Dumi,Dumi,"Dumi, Dumi",NA,Upper Dudhkosi,Western Kiranti,Kiranti,Sino-Tibetan,NA,Sino-Tibetan,86.67,27.25,Indic,S/SE Asia
1440,nld,Dutch,Dutch,"Dutch, Dutch",NA,NA,West Germanic,Germanic,Indo-European,NA,Indo-European,6,52.5,Europe,W and SW Eurasia
1441,ute,Chemehuevi,Chemehuevi,"Chemehuevi, Chemehuevi",NA,NA,Numic,Northern Uto-Aztecan,Uto-Aztecan,NA,Uto-Aztecan,-115.17,34.33,Basin and Plains,E N America
1444,jct,Krymchak,Krymchak,"Krymchak, Krymchak",NA,NA,Kipchak (Northwest Turkic),Common Turkic,Turkic,NA,Turkic,34.25,45,Inner Asia,W and SW Eurasia
1445,wit,Patwin,Patwin,"Patwin, Patwin",NA,NA,NA,NA,Wintuan,NA,Wintuan,-122.33,39,California,W N America
1446,ydd,Yiddish (Bessarabian),Yiddish (Bessarabian),"Yiddish (Bessarabian), Yiddish (Bessarabian)",NA,NA,West Germanic,Germanic,Indo-European,NA,Indo-European,28.5,47,Europe,W and SW Eurasia
1447,ydd,Yiddish (Lithuanian),Yiddish (Lithuanian),"Yiddish (Lithuanian), Yiddish (Lithuanian)",NA,NA,West Germanic,Germanic,Indo-European,NA,Indo-European,25,55,Inner Asia,N-C Asia
1448,ydd,Yiddish (Lodz),Yiddish (Lodz),"Yiddish (Lodz), Yiddish (Lodz)",NA,NA,West Germanic,Germanic,Indo-European,NA,Indo-European,19.42,51.75,Europe,W and SW Eurasia
1450,dyi,Dyimini,Dyimini,"Dyimini, Dyimini",NA,NA,NA,Tagwana-Djimini,Senufo,NA,Senufo,-4.42,8.42,African Savannah,Africa
1451,yok,Wikchamni,Wikchamni,"Wikchamni, Wikchamni",NA,NA,NA,NA,Yokuts-Utian,NA,Yokuts-Utian,-119.08,36.42,California,W N America
1452,yok,Yokuts (Yaudanchi),Yokuts (Yaudanchi),"Yokuts (Yaudanchi), Yokuts (Yaudanchi)",NA,NA,NA,Yokutsan,Yokuts-Utian,NA,Yokuts-Utian,-119.08,36.08,California,W N America
1454,dyu,Dyula,Dyula,"Dyula, Dyula",NA,NA,NA,West Mande,Mande,NA,Mande,-4.67,9.83,African Savannah,Africa
1455,yuf,Havasupai,Havasupai,"Havasupai, Havasupai",NA,NA,NA,NA,Yuman,Yuman-Cochimí,"Yuman, Yuman-Cochimí",-112.5,35.75,Basin and Plains,E N America
1456,yuf,Hualapai,Hualapai,"Hualapai, Hualapai",NA,NA,NA,NA,Yuman,Yuman-Cochimí,"Yuman, Yuman-Cochimí",-113.75,35.5,Basin and Plains,E N America
1457,yuf,Yavapai,Yavapai,"Yavapai, Yavapai",NA,NA,NA,NA,Yuman,Yuman-Cochimí,"Yuman, Yuman-Cochimí",-113.33,34,Basin and Plains,E N America
1458,yul,Binga,Binga,"Binga, Binga",NA,NA,NA,NA,Bongo-Bagirmi,NA,Bongo-Bagirmi,25,8,African Savannah,Africa
1459,dyy,Djabugay,Djabugay,"Djabugay, Djabugay",NA,NA,NA,Yidinyic,Pama-Nyungan,NA,Pama-Nyungan,145.58,-16.75,N Australia,Australia
1460,zoc,Zoque (Ostuacan),Zoque (Ostuacan),"Zoque (Ostuacan), Zoque (Ostuacan)",NA,NA,NA,NA,Mixe-Zoque,NA,Mixe-Zoque,-93.3,17.42,Mesoamerica,C America
1461,zul,Zulu (Northern),Zulu (Northern),"Zulu (Northern), Zulu (Northern)",NA,NA,Bantu (narrow),Bantoid,Benue-Congo,NA,Benue-Congo,31,-28,S Africa,Africa
1462,zul,Zulu (Southern),Zulu (Southern),"Zulu (Southern), Zulu (Southern)",NA,NA,Bantu (narrow),Bantoid,Benue-Congo,NA,Benue-Congo,30,-31,S Africa,Africa
1463,bin,Bini,Bini,"Bini, Bini",NA,NA,NA,Edoid,Benue-Congo,NA,Benue-Congo,5.83,6.42,African Savannah,Africa
1464,eip,Eipo,"Eipo, Eipomek","Eipo, Eipo, Eipomek",NA,NA,NA,Eastern Mek,Mek,NA,Mek,140.08,-4.33,Interior New Guinea,NG and Oceania
1465,eko,Ekoti,Ekoti,"Ekoti, Ekoti",NA,NA,Bantu (narrow),Bantoid,Benue-Congo,NA,Benue-Congo,39.5,-16.5,S Africa,Africa
1466,eky,Kayah Li (Eastern),Kayah Li (Eastern),"Kayah Li (Eastern), Kayah Li (Eastern)",NA,NA,NA,Karenic,Sino-Tibetan,NA,Sino-Tibetan,97.5,19,Southeast Asia,S/SE Asia
1467,tvl,Tuvaluan,"Tuvaluan, Nanumea, Tuvalu, Ellicean","Tuvaluan, Tuvaluan, Nanumea, Tuvalu, Ellicean",Eastern Fijian-Polynesian linkage,Central Pacific,Oceanic,Malayo-Polynesian,Austronesian,NA,Austronesian,179.17,-8.5,Oceania,NG and Oceania
1468,ema,Ora (Nigeria),"Ora (Nigeria), Ivhimion, Emai, Iuleha","Ora (Nigeria), Ora (Nigeria), Ivhimion, Emai, Iuleha",NA,NA,NA,Edoid,Benue-Congo,NA,Benue-Congo,5.92,7.08,African Savannah,Africa
1469,emb,Embaloh,Embaloh,"Embaloh, Embaloh",NA,NA,Western Malayo-Polynesian non-clade,Malayo-Polynesian,Austronesian,NA,Austronesian,112.33,1.17,Southeast Asia,S/SE Asia
1470,emi,Mussau,Mussau,"Mussau, Mussau",NA,Mussau-Tench,Oceanic,Malayo-Polynesian,Austronesian,NA,Austronesian,149.62,-1.45,N Coast New Guinea,NG and Oceania
1471,ita,Italian (Bologna),Italian (Bologna),"Italian (Bologna), Italian (Bologna)",NA,NA,Italic,Italic-Celtic,Indo-European,NA,Indo-European,11.33,44.5,Europe,W and SW Eurasia
1472,emp,Embera,Embera,"Embera, Embera",NA,NA,NA,NA,Chocó,NA,Chocó,-77.17,6.83,Andean,S America
1473,enn,Engenni,Engenni,"Engenni, Engenni",NA,NA,NA,Edoid,Benue-Congo,NA,Benue-Congo,6.38,5.17,African Savannah,Africa
1474,eno,Enggano,Enggano,"Enggano, Enggano",NA,NA,Western Malayo-Polynesian non-clade,Malayo-Polynesian,Austronesian,NA,Austronesian,102.25,-5.42,Southeast Asia,S/SE Asia
1475,enq,Enga,Enga,"Enga, Enga",NA,NA,NA,Engan,Engan-Kewa,NA,Engan-Kewa,143.67,-5.5,Interior New Guinea,NG and Oceania
1476,erg,Erromangan,"Sie, Sye, Erromangan, Eromangan","Erromangan, Sie, Sye, Erromangan, Eromangan",Southern Melanesian,Southern Oceanic linkage,Oceanic,Malayo-Polynesian,Austronesian,NA,Austronesian,169.17,-18.83,Oceania,NG and Oceania
1477,ese,Ese Ejja,Ese Ejja,"Ese Ejja, Ese Ejja",NA,NA,NA,Tacanan,Pano-Tacanan,NA,Pano-Tacanan,-66,-11,NE South America,S America
1478,esk,Iñupiaq,Iñupiaq,"Iñupiaq, Iñupiaq",NA,NA,NA,Eskimoan,Eskimo-Aleut,NA,Eskimo-Aleut,-161,67,Alaska-Oregon,W N America
1479,esq,Esselen,Esselen,"Esselen, Esselen",NA,NA,NA,NA,Esselen,NA,Esselen,-121.75,36.25,California,W N America
1480,est,Estonian,Estonian,"Estonian, Estonian",Finno-Saamic,Finno-Volgaic,Finno-Permian,Finno-Ugric,Uralic,NA,Uralic,26,59,Inner Asia,N-C Asia
1482,etr,Edolo,Edolo,"Edolo, Edolo",NA,NA,NA,NA,Bosavi,NA,Bosavi,142.67,-6.17,Interior New Guinea,NG and Oceania
1483,ets,Etsako,Etsako,"Etsako, Etsako",NA,NA,NA,Edoid,Benue-Congo,NA,Benue-Congo,6.5,7.25,African Savannah,Africa
1484,etu,Ejagham,Ejagham,"Ejagham, Ejagham",NA,NA,NA,Bantoid,Benue-Congo,NA,Benue-Congo,8.67,5.42,African Savannah,Africa
1485,ewo,Ewondo,Ewondo,"Ewondo, Ewondo",NA,NA,Bantu (narrow),Bantoid,Benue-Congo,NA,Benue-Congo,12,4,African Savannah,Africa
1486,faa,Fasu,Fasu,"Fasu, Fasu",NA,NA,NA,NA,West Kutubu,NA,West Kutubu,143.33,-6.58,Interior New Guinea,NG and Oceania
1487,fap,Palor,Palor,"Palor, Palor",NA,NA,NA,NA,North Atlantic,NA,North Atlantic,-16.75,14.83,African Savannah,Africa
1488,fcs,Sign Language Québec,"Langue des Signes Québecoise,Sign Language Québec","Sign Language Québec, Langue des Signes Québecoise,Sign Language Québec",NA,NA,NA,NA,Sign Language Québec,NA,Sign Language Québec,-75,48,E North America,E N America
1489,fia,Nobiin,Nobiin,"Nobiin, Nobiin",NA,NA,NA,NA,Nubian,NA,Nubian,31,21,N Africa,Africa
1490,fla,Kalispel,Kalispel,"Kalispel, Kalispel",NA,NA,Southern Interior Salish,Interior Salish,Salishan,NA,Salishan,-117,48,Basin and Plains,E N America
1491,fmp,Fe'fe',Fe'fe' Bamileke,"Fe'fe', Fe'fe' Bamileke",NA,NA,Grassfields Bantu,Bantoid,Benue-Congo,NA,Benue-Congo,10.17,5.25,African Savannah,Africa
1492,fon,Fongbe,Fongbe,"Fongbe, Fongbe",NA,NA,NA,Gbe,Kwa,NA,Kwa,2.17,6.42,African Savannah,Africa
1493,foi,Foe,Foe,"Foe, Foe",NA,NA,NA,NA,East Kutubu,NA,East Kutubu,143.5,-6.5,Interior New Guinea,NG and Oceania
1494,for,Fore,Fore,"Fore, Fore",NA,NA,NA,Gorokan,Eastern Highlands,NA,Eastern Highlands,145.5,-6.75,Interior New Guinea,NG and Oceania
1495,fos,Siraiya,"Siraiya, Siraya","Siraiya, Siraiya, Siraya",NA,NA,NA,East Formosan,Austronesian,NA,Austronesian,120.25,23,Southeast Asia,S/SE Asia
1496,frd,Fordata,Fordata,"Fordata, Fordata",NA,NA,Central Malayo-Polynesian non-clade,Malayo-Polynesian,Austronesian,NA,Austronesian,131.5,-6.75,Oceania,NG and Oceania
1497,gcr,Guianese French Creole,Guianese French Creole,"Guianese French Creole, Guianese French Creole",NA,NA,NA,NA,Guianese French Creole,NA,Guianese French Creole,-53,5,NE South America,S America
1498,fry,Frisian (Western),Frisian (Western),"Frisian (Western), Frisian (Western)",NA,Frisian,West Germanic,Germanic,Indo-European,NA,Indo-European,6,53,Europe,W and SW Eurasia
1499,frr,Frisian (North),Frisian (North),"Frisian (North), Frisian (North)",NA,Frisian,West Germanic,Germanic,Indo-European,NA,Indo-European,9,54.5,Europe,W and SW Eurasia
1500,frs,Frisian (Eastern),Frisian (Eastern),"Frisian (Eastern), Frisian (Eastern)",NA,Frisian,West Germanic,Germanic,Indo-European,NA,Indo-European,7.5,53.58,Europe,W and SW Eurasia
1501,zrs,Mairasi,Mairasi,"Mairasi, Mairasi",NA,NA,NA,NA,Mairasi,NA,Mairasi,134,-3.5,N Coast New Guinea,NG and Oceania
1502,fse,Sign Language Finnish,Sign Language Finnish,"Sign Language Finnish, Sign Language Finnish",NA,NA,NA,NA,Sign Language Finnish,NA,Sign Language Finnish,26,62,Inner Asia,N-C Asia
1503,fsl,Sign Language French,"Langue des Signes Française,Sign Language French","Sign Language French, Langue des Signes Française,Sign Language French",NA,NA,NA,NA,Sign Language French,NA,Sign Language French,3,47,Europe,W and SW Eurasia
1504,fuc,Fula (Senegal),"Fula (Senegal), Pulaar Fulfulde, Peul, Peulh","Fula (Senegal), Fula (Senegal), Pulaar Fulfulde, Peul, Peulh",NA,NA,NA,NA,North Atlantic,NA,North Atlantic,-14,15,African Savannah,Africa
1505,fud,Futuna (East),Futuna (East),"Futuna (East), Futuna (East)",Eastern Fijian-Polynesian linkage,Central Pacific,Oceanic,Malayo-Polynesian,Austronesian,NA,Austronesian,-178.17,-14.33,Oceania,NG and Oceania
1506,fuf,Fula (Guinean),Fula (Guinean),"Fula (Guinean), Fula (Guinean)",NA,NA,NA,NA,North Atlantic,NA,North Atlantic,-12.5,11.5,African Savannah,Africa
1507,fuh,Fula (Burkina Faso),Fula (Burkina Faso),"Fula (Burkina Faso), Fula (Burkina Faso)",NA,NA,NA,NA,North Atlantic,NA,North Atlantic,0,14,African Savannah,Africa
1508,ffm,Fulfulde (Maasina),Fulfulde (Maasina),"Fulfulde (Maasina), Fulfulde (Maasina)",NA,NA,NA,NA,North Atlantic,NA,North Atlantic,-5,15,African Savannah,Africa
1509,fun,Yaté,"Fulnio , Fulniô,Fulnió; Yatê; Furniô, Fornio, Carnijó","Yaté, Fulnio , Fulniô,Fulnió; Yatê; Furniô, Fornio, Carnijó",NA,NA,NA,Yaté,Macro-Ge,NA,Macro-Ge,-37.5,-8,NE South America,S America
1510,fuu,Bagiro,Bagiro,"Bagiro, Bagiro",NA,NA,NA,NA,Bongo-Bagirmi,NA,Bongo-Bagirmi,20.58,4.33,S Africa,Africa
1511,fuv,Fula (Nigerian),"Fula (Nigerian), Kano-Katsina-Bororo Fulfulde, Fulfulde (Nigerian)","Fula (Nigerian), Fula (Nigerian), Kano-Katsina-Bororo Fulfulde, Fulfulde (Nigerian)",NA,NA,NA,NA,North Atlantic,NA,North Atlantic,10.5,8.17,African Savannah,Africa
1512,fwa,Po-Ai,"Fwâi , Fûai, Fwai , Po-Ai","Po-Ai, Fwâi , Fûai, Fwai , Po-Ai",Southern Melanesian,Southern Oceanic linkage,Oceanic,Malayo-Polynesian,Austronesian,NA,Austronesian,164.83,-20.67,Oceania,NG and Oceania
1513,gqa,Ga'anda,Ga'anda,"Ga'anda, Ga'anda",NA,NA,NA,Biu-Mandara (Central Chadic),Chadic,NA,Chadic,12.58,10.33,African Savannah,Africa
1514,gaa; ada,Gã,Gã,"Gã, Gã",NA,NA,NA,NA,Kwa,NA,Kwa,-0.17,5.67,African Savannah,Africa
1515,gae,Warekena,Warekena,"Warekena, Warekena",NA,NA,NA,North Amazonian,Arawakan,Maipurean,"Arawakan, Maipurean",-67.5,1.5,NE South America,S America
1516,gag,Gagauz,Gagauz,"Gagauz, Gagauz",NA,NA,Oghuz,Common Turkic,Turkic,NA,Turkic,28.67,46.33,Europe,W and SW Eurasia
1517,gah,Alekano,"Gahuku, Alekano","Alekano, Gahuku, Alekano",NA,NA,Gahuku,Gorokan,Eastern Highlands,NA,Eastern Highlands,145.42,-6,Interior New Guinea,NG and Oceania
1518,gaj,Gadsup,Gadsup,"Gadsup, Gadsup",NA,NA,NA,Kainantu,Eastern Highlands,NA,Eastern Highlands,146,-6.25,Interior New Guinea,NG and Oceania
1519,gax,Oromo (Boraana),"Oromo (Boraana), Afan Oromo, Southern Oromo, ""Galla"", ""Gallinya"", ""Galligna""","Oromo (Boraana), Oromo (Boraana), Afan Oromo, Southern Oromo, ""Galla"", ""Gallinya"", ""Galligna""",NA,NA,NA,Eastern Cushitic,Cushitic,NA,Cushitic,38.5,4.5,Greater Abyssinia,Africa
1520,gaz,Oromo (West-Central),Oromo (West-Central),"Oromo (West-Central), Oromo (West-Central)",NA,NA,NA,Eastern Cushitic,Cushitic,NA,Cushitic,37,9,Greater Abyssinia,Africa
